,ref_time,call_start_time,call_end_time,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
1046,2022-08-27 03:46:09.880500000,2022-08-27 03:46:09.880500000,2022-08-27 03:46:09.890700000,969.8805,969.8907,25468.0,35830.0,Echolocation,Eptesicus serotinus,0.388,0.71,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1047,2022-08-27 03:46:10.038500000,2022-08-27 03:46:10.038500000,2022-08-27 03:46:10.047900000,970.0385,970.0479,25468.0,35572.0,Echolocation,Eptesicus serotinus,0.46,0.633,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1048,2022-08-27 03:46:10.996500000,2022-08-27 03:46:10.996500000,2022-08-27 03:46:11.007400000,970.9965,971.0074,24609.0,30987.0,Echolocation,Nyctalus leisleri,0.264,0.556,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1085,2022-08-27 03:46:55.864500000,2022-08-27 03:46:55.864500000,2022-08-27 03:46:55.874400000,1015.8645,1015.8744,25468.0,32387.0,Echolocation,Eptesicus serotinus,0.331,0.558,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1110,2022-08-27 03:47:00.452500000,2022-08-27 03:47:00.452500000,2022-08-27 03:47:00.465200000,1020.4525,1020.4652,23750.0,30400.0,Echolocation,Nyctalus leisleri,0.309,0.569,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1111,2022-08-27 03:47:01.809500000,2022-08-27 03:47:01.809500000,2022-08-27 03:47:01.821800000,1021.8095,1021.8218,24609.0,33538.0,Echolocation,Eptesicus serotinus,0.308,0.562,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1112,2022-08-27 03:47:03.863500000,2022-08-27 03:47:03.863500000,2022-08-27 03:47:03.876200000,1023.8635,1023.8762,23750.0,30811.0,Echolocation,Eptesicus serotinus,0.243,0.543,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1113,2022-08-27 03:47:06.479500000,2022-08-27 03:47:06.479500000,2022-08-27 03:47:06.488400000,1026.4795,1026.4884,28046.0,35833.0,Echolocation,Eptesicus serotinus,0.295,0.572,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1114,2022-08-27 03:47:08.591500000,2022-08-27 03:47:08.591500000,2022-08-27 03:47:08.598400000,1028.5915,1028.5984,28046.0,36803.0,Echolocation,Eptesicus serotinus,0.392,0.545,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1118,2022-08-27 03:47:11.226500000,2022-08-27 03:47:11.226500000,2022-08-27 03:47:11.235100000,1031.2265,1031.2351,27187.0,35819.0,Echolocation,Eptesicus serotinus,0.352,0.623,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1119,2022-08-27 03:47:11.542500000,2022-08-27 03:47:11.542500000,2022-08-27 03:47:11.550800000,1031.5425,1031.5508,27187.0,34800.0,Echolocation,Nyctalus leisleri,0.432,0.698,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1120,2022-08-27 03:47:18.984500000,2022-08-27 03:47:18.984500000,2022-08-27 03:47:18.994900000,1038.9845,1038.9949,25468.0,34944.0,Echolocation,Eptesicus serotinus,0.38,0.527,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1121,2022-08-27 03:47:19.085500000,2022-08-27 03:47:19.085500000,2022-08-27 03:47:19.094600000,1039.0855,1039.0946,27187.0,34955.0,Echolocation,Eptesicus serotinus,0.258,0.584,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1122,2022-08-27 03:47:25.823500000,2022-08-27 03:47:25.823500000,2022-08-27 03:47:25.833100000,1045.8235,1045.8331,26328.0,34416.0,Echolocation,Eptesicus serotinus,0.289,0.587,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1168,2022-08-27 03:47:44.544500000,2022-08-27 03:47:44.544500000,2022-08-27 03:47:44.556200000,1064.5445,1064.5562,28046.0,36759.0,Echolocation,Eptesicus serotinus,0.236,0.519,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1169,2022-08-27 03:47:44.794500000,2022-08-27 03:47:44.794500000,2022-08-27 03:47:44.804000000,1064.7945,1064.804,28046.0,35264.0,Echolocation,Eptesicus serotinus,0.308,0.601,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1172,2022-08-27 03:47:45.050500000,2022-08-27 03:47:45.050500000,2022-08-27 03:47:45.063400000,1065.0505,1065.0634,27187.0,32450.0,Echolocation,Nyctalus leisleri,0.334,0.53,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1175,2022-08-27 03:47:45.305500000,2022-08-27 03:47:45.305500000,2022-08-27 03:47:45.315400000,1065.3055,1065.3154,28046.0,34787.0,Echolocation,Nyctalus leisleri,0.308,0.646,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1178,2022-08-27 03:47:46.664500000,2022-08-27 03:47:46.664500000,2022-08-27 03:47:46.678200000,1066.6645,1066.6782,26328.0,30896.0,Echolocation,Nyctalus leisleri,0.383,0.55,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1187,2022-08-27 03:47:50.361500000,2022-08-27 03:47:50.361500000,2022-08-27 03:47:50.373000000,1070.3615,1070.373,25468.0,35845.0,Echolocation,Eptesicus serotinus,0.392,0.639,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1188,2022-08-27 03:47:50.679500000,2022-08-27 03:47:50.679500000,2022-08-27 03:47:50.688800000,1070.6795,1070.6888,25468.0,34884.0,Echolocation,Eptesicus serotinus,0.424,0.633,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1189,2022-08-27 03:47:50.936500000,2022-08-27 03:47:50.936500000,2022-08-27 03:47:50.948600000,1070.9365,1070.9486,25468.0,36167.0,Echolocation,Eptesicus serotinus,0.389,0.621,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1190,2022-08-27 03:47:51.248500000,2022-08-27 03:47:51.248500000,2022-08-27 03:47:51.257400000,1071.2485,1071.2574,27187.0,36981.0,Echolocation,Eptesicus serotinus,0.398,0.639,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1191,2022-08-27 03:47:51.427500000,2022-08-27 03:47:51.427500000,2022-08-27 03:47:51.438700000,1071.4275,1071.4387,25468.0,37416.0,Echolocation,Eptesicus serotinus,0.495,0.675,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1192,2022-08-27 03:47:51.628500000,2022-08-27 03:47:51.628500000,2022-08-27 03:47:51.638300000,1071.6285,1071.6383,25468.0,36294.0,Echolocation,Eptesicus serotinus,0.492,0.66,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1193,2022-08-27 03:47:51.793500000,2022-08-27 03:47:51.793500000,2022-08-27 03:47:51.802600000,1071.7935,1071.8026,26328.0,35035.0,Echolocation,Eptesicus serotinus,0.358,0.585,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1257,2022-08-27 03:48:16.456500000,2022-08-27 03:48:16.456500000,2022-08-27 03:48:16.466300000,1096.4565,1096.4663,24609.0,31507.0,Echolocation,Eptesicus serotinus,0.278,0.562,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1259,2022-08-27 03:48:17.985500000,2022-08-27 03:48:17.985500000,2022-08-27 03:48:17.996700000,1097.9855,1097.9967,24609.0,34409.0,Echolocation,Eptesicus serotinus,0.355,0.568,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1382,2022-08-27 03:48:46.707500000,2022-08-27 03:48:46.707500000,2022-08-27 03:48:46.719900000,1126.7075,1126.7199,26328.0,34847.0,Echolocation,Eptesicus serotinus,0.324,0.564,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1383,2022-08-27 03:48:47.311500000,2022-08-27 03:48:47.311500000,2022-08-27 03:48:47.323700000,1127.3115,1127.3237,24609.0,33937.0,Echolocation,Eptesicus serotinus,0.33,0.592,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1384,2022-08-27 03:48:47.468500000,2022-08-27 03:48:47.468500000,2022-08-27 03:48:47.481000000,1127.4685,1127.481,24609.0,34443.0,Echolocation,Eptesicus serotinus,0.41,0.513,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1385,2022-08-27 03:48:47.736500000,2022-08-27 03:48:47.736500000,2022-08-27 03:48:47.748100000,1127.7365,1127.7481,25468.0,36573.0,Echolocation,Eptesicus serotinus,0.434,0.563,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1386,2022-08-27 03:48:48.009500000,2022-08-27 03:48:48.009500000,2022-08-27 03:48:48.020700000,1128.0095,1128.0207,24609.0,34332.0,Echolocation,Eptesicus serotinus,0.385,0.613,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1387,2022-08-27 03:48:48.163500000,2022-08-27 03:48:48.163500000,2022-08-27 03:48:48.175500000,1128.1635,1128.1755,24609.0,34755.0,Echolocation,Eptesicus serotinus,0.411,0.659,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1388,2022-08-27 03:48:48.424500000,2022-08-27 03:48:48.424500000,2022-08-27 03:48:48.436300000,1128.4245,1128.4363,24609.0,36234.0,Echolocation,Eptesicus serotinus,0.464,0.643,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1389,2022-08-27 03:48:49.404500000,2022-08-27 03:48:49.404500000,2022-08-27 03:48:49.414000000,1129.4045,1129.414,25468.0,34320.0,Echolocation,Eptesicus serotinus,0.381,0.565,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1390,2022-08-27 03:50:50.532500000,2022-08-27 03:50:50.532500000,2022-08-27 03:50:50.540300000,1250.5325,1250.5403,37500.0,45641.0,Echolocation,Pipistrellus nathusii,0.378,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1489,2022-08-27 03:51:21.822500000,2022-08-27 03:51:21.822500000,2022-08-27 03:51:21.833400000,1281.8225,1281.8334,25468.0,30673.0,Echolocation,Nyctalus leisleri,0.369,0.588,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1492,2022-08-27 03:51:22.068500000,2022-08-27 03:51:22.068500000,2022-08-27 03:51:22.081500000,1282.0685,1282.0815,24609.0,32064.0,Echolocation,Eptesicus serotinus,0.275,0.573,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1647,2022-08-27 03:51:49.044500000,2022-08-27 03:51:49.044500000,2022-08-27 03:51:49.053300000,1309.0445,1309.0533,37500.0,45614.0,Echolocation,Pipistrellus nathusii,0.526,0.594,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1713,2022-08-27 03:55:15.500499999,2022-08-27 03:55:15.500499999,2022-08-27 03:55:15.514399999,1515.5005,1515.5144,24609.0,29687.0,Echolocation,Nyctalus leisleri,0.298,0.53,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1714,2022-08-27 03:55:15.781500000,2022-08-27 03:55:15.781500000,2022-08-27 03:55:15.793300000,1515.7815,1515.7933,24609.0,30471.0,Echolocation,Nyctalus leisleri,0.274,0.537,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1715,2022-08-27 03:55:16.319500000,2022-08-27 03:55:16.319500000,2022-08-27 03:55:16.334200000,1516.3195,1516.3342,24609.0,34499.0,Echolocation,Eptesicus serotinus,0.344,0.578,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1716,2022-08-27 03:55:16.590500000,2022-08-27 03:55:16.590500000,2022-08-27 03:55:16.604100000,1516.5905,1516.6041,24609.0,32332.0,Echolocation,Eptesicus serotinus,0.25,0.593,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1717,2022-08-27 03:55:23.580500000,2022-08-27 03:55:23.580500000,2022-08-27 03:55:23.591000000,1523.5805,1523.591,24609.0,32803.0,Echolocation,Eptesicus serotinus,0.358,0.575,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
2438,2022-08-27 03:58:48.448500000,2022-08-27 03:58:48.448500000,2022-08-27 03:58:48.457200000,1728.4485,1728.4572,37500.0,45962.0,Echolocation,Pipistrellus nathusii,0.433,0.515,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_033000.WAV,recover-20220828,UBNA_007,Telephone Field
147,2022-08-27 04:09:28.105500000,2022-08-27 04:09:28.105500000,2022-08-27 04:09:28.118600000,568.1055,568.1186,23750.0,29064.0,Echolocation,Nyctalus leisleri,0.411,0.625,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_040000.WAV,recover-20220828,UBNA_007,Telephone Field
600,2022-08-27 04:22:42.239500000,2022-08-27 04:22:42.239500000,2022-08-27 04:22:42.247900000,1362.2395,1362.2479,37500.0,43039.0,Echolocation,Pipistrellus nathusii,0.438,0.508,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_040000.WAV,recover-20220828,UBNA_007,Telephone Field
619,2022-08-27 04:22:48.483500000,2022-08-27 04:22:48.483500000,2022-08-27 04:22:48.491900000,1368.4835,1368.4919,40078.0,45952.0,Echolocation,Pipistrellus nathusii,0.483,0.508,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_040000.WAV,recover-20220828,UBNA_007,Telephone Field
679,2022-08-27 04:23:24.021500000,2022-08-27 04:23:24.021500000,2022-08-27 04:23:24.029800000,1404.0215,1404.0298,37500.0,43692.0,Echolocation,Pipistrellus nathusii,0.278,0.515,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_040000.WAV,recover-20220828,UBNA_007,Telephone Field
1069,2022-08-27 04:25:15.214500000,2022-08-27 04:25:15.214500000,2022-08-27 04:25:15.222400000,1515.2145,1515.2224,39218.0,45989.0,Echolocation,Pipistrellus nathusii,0.523,0.548,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_040000.WAV,recover-20220828,UBNA_007,Telephone Field
1553,2022-08-27 04:26:34.560500000,2022-08-27 04:26:34.560500000,2022-08-27 04:26:34.569900000,1594.5605,1594.5699,38359.0,45136.0,Echolocation,Pipistrellus nathusii,0.466,0.538,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_040000.WAV,recover-20220828,UBNA_007,Telephone Field
2252,2022-08-27 04:28:33.788500000,2022-08-27 04:28:33.788500000,2022-08-27 04:28:33.797500000,1713.7885,1713.7975,38359.0,45849.0,Echolocation,Pipistrellus nathusii,0.334,0.527,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_040000.WAV,recover-20220828,UBNA_007,Telephone Field
501,2022-08-27 04:31:55.833500000,2022-08-27 04:31:55.833500000,2022-08-27 04:31:55.841700000,115.8335,115.8417,16875,40364,Echolocation,Eptesicus serotinus,0.207,0.551,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_043000.WAV,recover-20220828,UBNA_007,Telephone Field
982,2022-08-27 04:33:11.469500000,2022-08-27 04:33:11.469500000,2022-08-27 04:33:11.477400000,191.4695,191.4774,38359,45098,Echolocation,Pipistrellus nathusii,0.498,0.566,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_043000.WAV,recover-20220828,UBNA_007,Telephone Field
2737,2022-08-27 04:40:16.168500000,2022-08-27 04:40:16.168500000,2022-08-27 04:40:16.175800000,616.1685,616.1758,37500,45635,Echolocation,Pipistrellus nathusii,0.317,0.507,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_043000.WAV,recover-20220828,UBNA_007,Telephone Field
5141,2022-08-27 04:49:15.201500000,2022-08-27 04:49:15.201500000,2022-08-27 04:49:15.209400000,1155.2015,1155.2094,38359,45834,Echolocation,Pipistrellus nathusii,0.59,0.648,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_043000.WAV,recover-20220828,UBNA_007,Telephone Field
7439,2022-08-27 04:57:45.552500000,2022-08-27 04:57:45.552500000,2022-08-27 04:57:45.560100000,1665.5525,1665.5601,38359,45860,Echolocation,Pipistrellus nathusii,0.391,0.525,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_043000.WAV,recover-20220828,UBNA_007,Telephone Field
7462,2022-08-27 04:57:48.524499999,2022-08-27 04:57:48.524499999,2022-08-27 04:57:48.531800000,1668.5245,1668.5318,38359,44269,Echolocation,Pipistrellus nathusii,0.398,0.51,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_043000.WAV,recover-20220828,UBNA_007,Telephone Field
1340,2022-08-27 05:04:43.432500000,2022-08-27 05:04:43.432500000,2022-08-27 05:04:43.441200000,283.4325,283.4412,37500.0,45338.0,Echolocation,Pipistrellus nathusii,0.559,0.621,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_050000.WAV,recover-20220828,UBNA_007,Telephone Field
1774,2022-08-27 05:06:07.688500000,2022-08-27 05:06:07.688500000,2022-08-27 05:06:07.695300000,367.6885,367.6953,39218.0,45845.0,Echolocation,Pipistrellus nathusii,0.423,0.502,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_050000.WAV,recover-20220828,UBNA_007,Telephone Field
3494,2022-08-27 05:10:44.166500000,2022-08-27 05:10:44.166500000,2022-08-27 05:10:44.173700000,644.1665,644.1737,38359.0,45811.0,Echolocation,Pipistrellus nathusii,0.485,0.532,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_050000.WAV,recover-20220828,UBNA_007,Telephone Field
4351,2022-08-27 05:15:08.955500000,2022-08-27 05:15:08.955500000,2022-08-27 05:15:08.963700000,908.9555,908.9637,39218.0,45445.0,Echolocation,Pipistrellus nathusii,0.555,0.578,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_050000.WAV,recover-20220828,UBNA_007,Telephone Field
4207,2022-08-27 05:55:58.365500000,2022-08-27 05:55:58.365500000,2022-08-27 05:55:58.372800000,1558.3655,1558.3728,37500,45969,Echolocation,Pipistrellus nathusii,0.389,0.505,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_053000.WAV,recover-20220828,UBNA_007,Telephone Field
4581,2022-08-27 05:57:33.508499999,2022-08-27 05:57:33.508499999,2022-08-27 05:57:33.517300000,1653.5085,1653.5173,37500,45424,Echolocation,Pipistrellus nathusii,0.489,0.614,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_053000.WAV,recover-20220828,UBNA_007,Telephone Field
4816,2022-08-27 05:58:24.004500000,2022-08-27 05:58:24.004500000,2022-08-27 05:58:24.012900000,1704.0045,1704.0129,37500,44740,Echolocation,Pipistrellus nathusii,0.481,0.552,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_053000.WAV,recover-20220828,UBNA_007,Telephone Field
840,2022-08-27 06:05:21.063500000,2022-08-27 06:05:21.063500000,2022-08-27 06:05:21.070800000,321.0635,321.0708,38359.0,45021.0,Echolocation,Pipistrellus nathusii,0.452,0.513,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_060000.WAV,recover-20220828,UBNA_007,Telephone Field
1237,2022-08-27 06:07:11.516499999,2022-08-27 06:07:11.516499999,2022-08-27 06:07:11.525499999,431.5165,431.5255,38359.0,45812.0,Echolocation,Pipistrellus nathusii,0.42,0.552,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_060000.WAV,recover-20220828,UBNA_007,Telephone Field
2036,2022-08-27 06:10:57.329500000,2022-08-27 06:10:57.329500000,2022-08-27 06:10:57.339000000,657.3295,657.3389999999999,38359.0,45151.0,Echolocation,Pipistrellus nathusii,0.46,0.526,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_060000.WAV,recover-20220828,UBNA_007,Telephone Field
2452,2022-08-27 06:12:45.001500000,2022-08-27 06:12:45.001500000,2022-08-27 06:12:45.009600000,765.0015,765.0096,38359.0,45990.0,Echolocation,Pipistrellus nathusii,0.403,0.546,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_060000.WAV,recover-20220828,UBNA_007,Telephone Field
2766,2022-08-27 06:22:12.391500000,2022-08-27 06:22:12.391500000,2022-08-27 06:22:12.400100000,1332.3915,1332.4001,40078.0,45662.0,Echolocation,Pipistrellus nathusii,0.506,0.541,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_060000.WAV,recover-20220828,UBNA_007,Telephone Field
352,2022-08-27 06:49:54.784500000,2022-08-27 06:49:54.784500000,2022-08-27 06:49:54.792100000,1194.7845,1194.7921,38359.0,45797.0,Echolocation,Pipistrellus nathusii,0.382,0.524,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_063000.WAV,recover-20220828,UBNA_007,Telephone Field
373,2022-08-27 06:50:03.269500000,2022-08-27 06:50:03.269500000,2022-08-27 06:50:03.276100000,1203.2695,1203.2761,36640.0,43595.0,Echolocation,Pipistrellus nathusii,0.393,0.504,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_063000.WAV,recover-20220828,UBNA_007,Telephone Field
494,2022-08-27 06:50:42.347500000,2022-08-27 06:50:42.347500000,2022-08-27 06:50:42.355700000,1242.3475,1242.3557,38359.0,45670.0,Echolocation,Pipistrellus nathusii,0.483,0.617,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_063000.WAV,recover-20220828,UBNA_007,Telephone Field
